bu,requestStorePath,R0_pct,AIS_pct,ads_CTR_pct,org_CTR_pct,ads_CABN_per_click_pct,org_CABN_per_click_pct,ads_imp,org_imp,all_impressions,ads_clicks,org_clicks,all_clicks,ads_atc,ads_bnc,ads_cabn,org_atc,org_bnc,org_cabn,all_atc,all_bnc,R0_bucket,AIS_bucket
BGM,mgl/ksc,47.2671,18.4196,2.0621,2.6531,7.7717,8.9175,89229,395194,484423,1840,10485,12325,78,65,143,400,535,935,478,600,40–50%,15–25%
BGM,tng/kk6,64.8534,36.1176,2.5823,2.9665,11.7465,13.6780,174727,309046,483773,4512,9168,13680,279,251,530,590,664,1254,869,915,60–70%,35–40%
Lifestyle,clo/cfv/ht7/cjo,58.2330,37.7221,2.5730,3.0621,6.9444,8.6895,181886,300288,482174,4680,9195,13875,156,169,325,352,447,799,508,616,50–60%,35–40%
CoreElectronics,jek/p31/trv,90.5962,2.5618,7.7036,5.0504,10.0529,7.9358,12267,466577,478844,945,23564,24509,3,92,95,157,1713,1870,160,1805,70–100%,<5%
BGM,g9b/ffi/dzu,85.2022,31.3983,2.9587,3.1800,15.4142,13.1084,149324,326256,475580,4418,10375,14793,296,385,681,649,711,1360,945,1096,70–100%,30–35%
Home,upp/i7t/1xc,36.5515,24.8279,1.6155,2.7542,5.6812,7.1334,117676,356291,473967,1901,9813,11714,59,49,108,440,260,700,499,309,25–40%,15–25%
BGM,g9b/ema/5la/cvd,92.6940,41.4811,5.3192,4.9027,19.9502,19.4755,196288,276911,473199,10441,13576,24017,802,1281,2083,1082,1562,2644,1884,2843,70–100%,>40%
Home,jhg/yqn/feb,55.9564,34.4631,2.7263,3.5462,12.0760,14.2713,162195,308439,470634,4422,10938,15360,131,403,534,438,1123,1561,569,1526,50–60%,30–35%
Home,jhg/6w8/mbd,38.5942,21.1918,1.9003,2.4511,3.5563,6.0197,99143,368694,467837,1884,9037,10921,43,24,67,279,265,544,322,289,25–40%,15–25%
Lifestyle,clo/eof/ygv,81.7367,25.8618,2.4314,2.4352,5.0068,4.4721,120755,346169,466924,2936,8430,11366,36,111,147,85,292,377,121,403,70–100%,25–30%
CoreElectronics,6bo/tia/1hx,79.0060,36.5140,4.6469,5.3490,9.0944,9.0690,169899,295399,465298,7895,15801,23696,106,612,718,276,1157,1433,382,1769,70–100%,35–40%
Lifestyle,reh/4d7/ak9,54.0683,34.6331,1.9597,2.7491,4.7830,5.5509,161100,304062,465162,3157,8359,11516,71,80,151,233,231,464,304,311,50–60%,30–35%
EmergingElectronics,0pm/fcn/gc3/ka8,63.5057,33.1538,3.2015,4.2564,6.5869,8.1355,154113,310729,464842,4934,13226,18160,120,205,325,337,739,1076,457,944,60–70%,30–35%
Home,upp/5ix/ymq,55.2357,16.8842,2.3840,2.9042,8.5516,8.9305,78482,386343,464825,1871,11220,13091,73,87,160,534,468,1002,607,555,50–60%,15–25%
Lifestyle,clo/qfl/wp7,52.7112,35.7761,2.0377,2.7987,3.7026,4.5050,165680,297422,463102,3376,8324,11700,25,100,125,86,289,375,111,389,50–60%,35–40%
BGM,dgv/gas,44.2994,25.6909,3.8962,4.5101,5.6219,8.6029,118244,342013,460257,4607,15425,20032,112,147,259,611,716,1327,723,863,40–50%,25–30%
Lifestyle,clo/cfv/cib/zlc,64.9201,10.5230,1.4373,1.8616,1.2950,1.3588,48354,411152,459506,695,7654,8349,2,7,9,58,46,104,60,53,60–70%,5–15%
Home,h1m/um7/i06/xvh,52.9762,26.1931,2.3740,2.7888,5.7053,7.3914,120345,339108,459453,2857,9457,12314,49,114,163,271,428,699,320,542,50–60%,25–30%
BGM,1mt/kiq/r4g,46.8395,9.6096,1.6842,2.0568,7.5984,7.2525,43759,411607,455366,737,8466,9203,18,38,56,246,368,614,264,406,40–50%,5–15%
BGM,1mt/m2b/lqf,58.6737,14.3046,2.5176,2.0355,6.7237,10.3483,64983,389297,454280,1636,7924,9560,29,81,110,137,683,820,166,764,50–60%,5–15%
BGM,1mt/eoe/vuu,48.5188,15.5917,2.4190,2.6254,4.7341,5.8490,70731,382913,453644,1711,10053,11764,39,42,81,240,348,588,279,390,40–50%,15–25%
Large,j9e/m38/9m9,51.3892,22.2110,3.3988,3.8345,5.0526,5.1371,100741,352823,453564,3424,13529,16953,56,117,173,280,415,695,336,532,50–60%,15–25%
Home,rja/plv/c7w,44.7629,37.0439,2.7773,3.9545,10.6730,16.8098,168005,285525,453530,4666,11291,15957,174,324,498,572,1326,1898,746,1650,40–50%,35–40%
BGM,g9b/0yh/vp1/jvv,79.4683,38.9189,4.7685,5.3553,24.6574,23.4363,174435,273766,448201,8318,14661,22979,805,1246,2051,1297,2139,3436,2102,3385,70–100%,35–40%
BGM,g9b/ffi/ssf/gem,39.5944,34.7728,2.4795,4.2222,11.5155,14.4694,155151,291034,446185,3847,12288,16135,236,207,443,895,883,1778,1131,1090,25–40%,30–35%
BGM,qoc,83.8662,38.9932,2.4057,2.4115,10.7442,11.2756,173712,271781,445493,4179,6554,10733,137,312,449,233,506,739,370,818,70–100%,35–40%
BGM,abc/mgq/rbi,124.1628,25.2393,2.9595,2.5335,7.6483,5.2488,112215,332389,444604,3321,8421,11742,58,196,254,146,296,442,204,492,>100%,25–30%
Lifestyle,clo/1hc/a7m/az8,52.2689,41.3201,1.5517,2.6060,1.6509,1.6789,183472,260554,444026,2847,6790,9637,29,18,47,73,41,114,102,59,50–60%,>40%
Home,jra/jk3/wtg,55.5231,31.0028,2.8998,3.3295,7.7212,9.8107,137561,306144,443705,3989,10193,14182,141,167,308,411,589,1000,552,756,50–60%,30–35%
Home,jra/sl5/bqw,43.5279,38.3625,1.7188,3.2174,6.2628,7.3509,170001,273143,443144,2922,8788,11710,87,96,183,333,313,646,420,409,40–50%,35–40%
BGM,eat/lmt/zhh,148.1121,7.4659,9.2654,3.0897,0.1961,0.2372,33026,409331,442357,3060,12647,15707,5,1,6,19,11,30,24,12,>100%,5–15%
BGM,g9b/tiz/rop,69.9830,42.1671,3.6047,4.3483,17.1288,18.0123,186092,255228,441320,6708,11098,17806,475,674,1149,704,1295,1999,1179,1969,60–70%,>40%
BGM,gsx/bfk/cin,50.9816,33.3981,2.5750,3.1956,3.2973,4.4127,147222,293588,440810,3791,9382,13173,55,70,125,113,301,414,168,371,50–60%,30–35%
Furniture,wwe/q7b/1sr,46.2762,28.7182,2.2931,2.4963,2.6906,4.2385,126420,313789,440209,2899,7833,10732,35,43,78,142,190,332,177,233,40–50%,25–30%
Home,h1m/iee/xzu/61l,117.7050,41.9957,3.0552,2.8716,11.5893,10.0550,183294,253165,436459,5600,7270,12870,233,416,649,246,485,731,479,901,>100%,>40%
BGM,abc/ulv/ixt/i5v,63.9559,42.4758,6.6881,6.8361,4.9871,6.4463,184986,250523,435509,12372,17126,29498,219,398,617,398,706,1104,617,1104,60–70%,>40%
BGM,p3t/ljf/nct,62.2293,16.0921,1.4454,2.4715,5.7540,4.3841,69737,363625,433362,1008,8987,9995,37,21,58,191,203,394,228,224,60–70%,15–25%
Home,b8s/5cy/lao,53.7254,42.7793,2.7730,3.1081,5.4318,7.8718,184563,246868,431431,5118,7673,12791,137,141,278,264,340,604,401,481,50–60%,>40%
Home,arb/bga,61.0524,17.5323,2.2274,2.6972,6.6706,7.4976,75378,354559,429937,1679,9563,11242,50,62,112,285,432,717,335,494,60–70%,15–25%
Home,upp/tnx/nrl,69.1604,19.8836,3.8396,3.6457,7.0379,6.9103,85114,342948,428062,3268,12503,15771,132,98,230,458,406,864,590,504,60–70%,15–25%
BGM,abc/ziv/vtv,72.7698,45.9771,3.6531,3.5122,26.6211,32.7861,196300,230652,426952,7171,8101,15272,221,1688,1909,276,2380,2656,497,4068,70–100%,>40%
BGM,p3t/ea3,71.8341,34.1961,2.7305,2.9240,11.4931,12.2625,145945,280844,426789,3985,8212,12197,170,288,458,331,676,1007,501,964,70–100%,30–35%
Home,h1m/iee/zom,60.4433,37.8170,1.9253,2.5892,9.1817,10.3730,161222,265100,426322,3104,6864,9968,128,157,285,357,355,712,485,512,60–70%,35–40%
Home,h1m/iee/3a7/yqq,101.0064,47.2845,2.9797,2.8226,8.0420,7.5674,201567,224719,426286,6006,6343,12349,279,204,483,279,201,480,558,405,>100%,>40%
Home,upp/i7t/ozw,33.1106,22.9022,1.9045,2.7553,5.3821,8.4871,97558,328418,425976,1858,9049,10907,45,55,100,394,374,768,439,429,25–40%,15–25%
Lifestyle,osp/mba/erx/k2f,47.8741,19.0341,1.2568,2.1326,1.8924,1.4765,79887,339818,419705,1004,7247,8251,8,11,19,52,55,107,60,66,40–50%,15–25%
Lifestyle,u73,41.9514,35.7402,1.4937,2.2334,2.5928,3.4420,149767,269276,419043,2237,6014,8251,27,31,58,83,124,207,110,155,40–50%,35–40%
EmergingElectronics,tyy/4mr/w65,30.8222,22.5695,2.3104,3.3292,8.1651,12.7494,94357,323716,418073,2180,10777,12957,73,105,178,501,873,1374,574,978,25–40%,15–25%
BGM,qoc/acb/qat,39.8231,42.2124,2.7808,4.0505,10.1740,15.7068,175670,240487,416157,4885,9741,14626,201,296,497,537,993,1530,738,1289,25–40%,>40%
EmergingElectronics,tyy/4mr/xel,45.5663,17.3437,2.6057,2.5337,6.3830,9.6304,72149,343847,415996,1880,8712,10592,41,79,120,283,556,839,324,635,40–50%,15–25%
Furniture,wwe/ki7/yso,28.5625,25.7326,1.6599,2.6803,3.7982,6.5442,106273,306717,412990,1764,8221,9985,52,15,67,399,139,538,451,154,25–40%,25–30%
EmergingElectronics,ajy/vne/0wk,53.6218,23.5286,2.5434,2.3413,6.5800,10.6978,96798,314607,411405,2462,7366,9828,63,99,162,293,495,788,356,594,50–60%,15–25%
Lifestyle,mcr/96v/ofb/jrm,49.8400,27.1389,1.6565,2.1691,6.3483,7.2388,111259,298702,409961,1843,6479,8322,65,52,117,261,208,469,326,260,40–50%,25–30%
Home,upp/i7t/bic,29.1756,19.1482,1.6603,2.5646,3.5330,5.7113,78421,331127,409548,1302,8492,9794,30,16,46,228,257,485,258,273,25–40%,15–25%
BGM,1mt/u7j,81.9832,20.0762,2.6458,2.0994,6.4917,7.0398,82091,326806,408897,2172,6861,9033,69,72,141,209,274,483,278,346,70–100%,15–25%
BGM,abc/gxg/eha,49.7795,28.4823,2.6677,3.5501,10.9638,13.1146,115904,291030,406934,3092,10332,13424,108,231,339,414,941,1355,522,1172,40–50%,25–30%
BGM,1mt/d0x/tyd,35.8662,14.9104,1.3065,1.7865,7.9545,11.1650,60618,345931,406549,792,6180,6972,26,37,63,208,482,690,234,519,25–40%,5–15%
BGM,kyh/utp,50.0454,34.5842,2.4618,2.9427,6.1921,9.2654,140383,265534,405917,3456,7814,11270,128,86,214,317,407,724,445,493,50–60%,30–35%
Home,rja/plv/9lr,69.6570,34.7404,3.0101,3.8284,17.6777,19.9861,140193,263351,403544,4220,10082,14302,356,390,746,932,1083,2015,1288,1473,60–70%,30–35%
BGM,eat/pta/qoz,46.5605,28.0193,2.4708,3.5300,7.4552,9.7852,112919,290085,403004,2790,10240,13030,79,129,208,273,729,1002,352,858,40–50%,25–30%
Lifestyle,clo/qfl/uga/tpq,98.5215,42.5925,3.4107,3.3298,5.8355,5.0928,169320,228215,397535,5775,7599,13374,123,214,337,126,261,387,249,475,70–100%,>40%
Home,arb/y1n/5y2,15.2343,1.5117,3.0030,2.7142,3.8889,15.0675,5994,390508,396502,180,10599,10779,2,5,7,326,1271,1597,328,1276,0–25%,<5%
Home,jra,48.4244,31.3137,2.2496,2.5667,5.3463,8.4875,123890,271751,395641,2787,6975,9762,80,69,149,291,301,592,371,370,40–50%,30–35%
Home,b8s/prq/gxf,83.3078,29.6487,3.0138,2.9527,10.2492,9.9014,117195,278084,395279,3532,8211,11743,133,229,362,291,522,813,424,751,70–100%,25–30%
Home,b8s/5cy,33.2219,21.3965,2.7622,3.7063,3.8165,9.3345,84425,310148,394573,2332,11495,13827,21,68,89,172,901,1073,193,969,25–40%,15–25%
CoreElectronics,jek/p31/s3q,401.3433,4.8552,6.5444,4.3009,11.9010,10.9898,19131,374897,394028,1252,16124,17376,11,138,149,183,1589,1772,194,1727,>100%,<5%
BGM,eat/pqj,41.9651,29.8260,2.3207,3.1682,5.5006,8.0831,117508,276470,393978,2727,8759,11486,56,94,150,263,445,708,319,539,40–50%,25–30%
Home,upp/xim,75.0793,20.2871,2.5487,2.8391,7.6772,6.1727,79727,313267,392994,2032,8894,10926,43,113,156,152,397,549,195,510,70–100%,15–25%
Furniture,wwe/ki7/d4s,43.1733,37.3443,2.6036,3.2005,8.6329,12.9135,146377,245589,391966,3811,7860,11671,139,190,329,403,612,1015,542,802,40–50%,35–40%
BGM,1mt/85k/a7e,58.5006,24.4289,1.5782,2.5123,4.9636,5.2278,95743,296182,391925,1511,7441,8952,26,49,75,122,267,389,148,316,50–60%,15–25%
Home,upp/nwv,54.2828,20.2558,1.9179,2.2559,8.6128,10.2797,79304,312208,391512,1521,7043,8564,52,79,131,251,473,724,303,552,50–60%,15–25%
BGM,g9b/ffi/dzu/yk7,33.5525,37.3795,2.0924,3.8437,9.2810,14.0597,146244,244997,391241,3060,9417,12477,178,106,284,704,620,1324,882,726,25–40%,35–40%
Lifestyle,clo/1hc/kc4/vem,72.3591,45.2366,2.0816,2.5983,2.0369,2.1028,176884,214136,391020,3682,5564,9246,33,42,75,57,60,117,90,102,70–100%,>40%
Lifestyle,clo/qvw/vkb/hbp,20.2321,24.1989,1.1217,2.2999,0.8621,1.4616,93071,291537,384608,1044,6705,7749,4,5,9,72,26,98,76,31,0–25%,15–25%
Lifestyle,osp/mba/qzr,49.4227,40.5534,2.2936,2.4165,1.9685,3.2229,155041,227272,382313,3556,5492,9048,31,39,70,55,122,177,86,161,40–50%,>40%
Home,h1m/um7/i06/chn,59.5769,25.5882,2.6945,2.7213,9.9089,10.8713,97754,284273,382027,2634,7736,10370,90,171,261,253,588,841,343,759,50–60%,25–30%
Home,jhg/6w8/nyc,61.6493,34.6334,2.6141,2.6019,6.1703,8.7741,132055,249239,381294,3452,6485,9937,80,133,213,156,413,569,236,546,60–70%,30–35%
Lifestyle,clo/qfi/alw/fwl,25.2101,18.6267,2.4582,2.8877,1.6628,4.6145,70946,309938,380884,1744,8950,10694,17,12,29,261,152,413,278,164,25–40%,15–25%
Lifestyle,clo/vua/5jo/cqs,49.0008,37.9146,2.1290,2.6828,5.1374,7.2471,143543,235053,378596,3056,6306,9362,49,108,157,103,354,457,152,462,40–50%,35–40%
Home,h1m/iee/kjm/jt3,87.6298,40.8301,3.2413,3.2130,12.5349,12.6719,154567,223994,378561,5010,7197,12207,217,411,628,314,598,912,531,1009,70–100%,>40%
Furniture,wwe/vmc,47.3713,43.2887,2.4640,2.7791,3.6549,5.6537,163230,213843,377073,4022,5943,9965,101,46,147,216,120,336,317,166,40–50%,>40%
BGM,ypu/ujd/7wz,50.9931,19.8809,3.7753,3.9353,4.7350,7.8230,74960,302086,377046,2830,11888,14718,43,91,134,336,594,930,379,685,50–60%,15–25%
BGM,eat/dui,38.2930,34.5039,2.2612,4.0651,6.8754,9.2559,129929,246634,376563,2938,10026,12964,89,113,202,369,559,928,458,672,25–40%,30–35%
Home,h1m/iee/3a7/zsa,67.5186,37.5669,2.6037,2.8829,9.4227,11.5732,141030,234380,375410,3672,6757,10429,191,155,346,414,368,782,605,523,60–70%,35–40%
Lifestyle,reh/plk/26y,67.7949,35.4972,2.7320,3.3834,6.4578,6.8384,133198,242037,375235,3639,8189,11828,114,121,235,294,266,560,408,387,60–70%,35–40%
EmergingElectronics,0pm,94.3348,18.5036,1.6729,2.2846,9.3264,6.5039,69220,304869,374089,1158,6965,8123,19,89,108,81,372,453,100,461,70–100%,15–25%
Home,b8s,69.2489,24.5541,2.7720,2.6809,7.5924,8.3797,91702,281767,373469,2542,7554,10096,79,114,193,243,390,633,322,504,60–70%,15–25%
CoreElectronics,4rr/fa6,5.4430,3.4467,1.5314,3.4124,2.0305,7.7255,12864,360366,373230,197,12297,12494,3,1,4,633,317,950,636,318,0–25%,<5%
Furniture,wwe/243/koe,54.9605,29.4825,3.1440,2.8897,2.4870,4.2226,109988,263074,373062,3458,7602,11060,32,54,86,200,121,321,232,175,50–60%,25–30%
BGM,tng/gfv/h1e,34.3494,14.4579,3.7369,5.6664,11.9581,16.6333,53708,317770,371478,2007,18006,20013,61,179,240,909,2086,2995,970,2265,25–40%,5–15%
BGM,qoc/amf/pz0,84.0053,16.1917,3.2527,2.6354,7.3484,7.3153,59828,309670,369498,1946,8161,10107,50,93,143,206,391,597,256,484,70–100%,15–25%
BGM,kyh/pl5/8q6,34.0871,35.4348,3.1794,6.6546,13.7033,20.0595,130372,237549,367921,4145,15808,19953,230,338,568,1138,2033,3171,1368,2371,25–40%,35–40%
BGM,1mt/eoe/wmk,110.9988,29.4197,5.1343,3.4522,5.2717,4.4432,107882,258818,366700,5539,8935,14474,75,217,292,136,261,397,211,478,>100%,25–30%
BGM,abc/ulv/4nj/ghj,31.6895,25.8174,2.8119,3.5946,19.4591,27.2857,94670,272021,366691,2662,9778,12440,122,396,518,508,2160,2668,630,2556,25–40%,25–30%
Home,rja/z2d/xrz,52.8980,38.4282,2.6862,3.7251,9.9443,12.7462,140384,224931,365315,3771,8379,12150,161,214,375,441,627,1068,602,841,50–60%,35–40%
BGM,kyh/5mt/763,62.9822,44.1573,3.0409,3.3265,6.8874,8.6719,160908,203489,364397,4893,6769,11662,121,216,337,182,405,587,303,621,60–70%,>40%
BGM,tng/sv3/f14,47.1249,4.8274,1.7747,2.5944,9.6154,11.1321,17580,346588,364168,312,8992,9304,10,20,30,545,456,1001,555,476,40–50%,<5%
Home,arb/kjw/zja,23.6010,22.2129,2.3805,2.8429,4.7495,11.3690,80488,281860,362348,1916,8013,9929,49,42,91,330,581,911,379,623,0–25%,15–25%
Home,bro/sun,81.3722,2.1806,3.9241,3.4804,3.2258,3.4539,7900,354387,362287,310,12334,12644,4,6,10,101,325,426,105,331,70–100%,<5%
Home,jra/knw/sg5,91.4921,41.8569,4.5902,4.4908,7.5485,7.6492,151519,210474,361993,6955,9452,16407,233,292,525,315,408,723,548,700,70–100%,>40%
BGM,abc/uyc/fzt,37.7268,18.8392,2.8268,3.3363,8.7182,14.0743,68170,293681,361851,1927,9798,11725,42,126,168,309,1070,1379,351,1196,25–40%,15–25%
CoreElectronics,zlw/nyl/bvv/kbk,78.9471,40.6757,3.5808,4.1142,11.5180,11.5842,147174,214649,361823,5270,8831,14101,196,411,607,369,654,1023,565,1065,70–100%,>40%
EmergingElectronics,0pm/0o7/2to/ict,24.2188,3.3590,1.6676,3.3707,4.9505,4.4863,12113,348505,360618,202,11747,11949,2,8,10,98,429,527,100,437,0–25%,<5%
BGM,g9b/ffi/tv5,53.2529,31.2983,1.9957,3.6367,11.3333,11.1222,112742,247476,360218,2250,9000,11250,117,138,255,519,482,1001,636,620,50–60%,30–35%
Lifestyle,clo/h4p/2z1/ckv,81.7122,28.9706,2.0048,2.1928,1.7208,1.8004,104349,255840,360189,2092,5610,7702,22,14,36,64,37,101,86,51,70–100%,25–30%
Home,arb/g0v/tyl,19.2254,16.8061,1.2868,2.2936,4.8969,9.6393,60305,298524,358829,776,6847,7623,29,9,38,365,295,660,394,304,0–25%,15–25%
BGM,qoc/acb/buq,67.5594,36.6102,3.7942,3.5059,10.5041,11.7123,131227,227217,358444,4979,7966,12945,258,265,523,440,493,933,698,758,60–70%,35–40%
BGM,1mt/kiq/r4g/6x9,33.0773,7.9187,1.9582,2.4416,5.4250,5.9366,28240,328386,356626,553,8018,8571,12,18,30,185,291,476,197,309,25–40%,5–15%
Large,j9e/abm/xf4,68.1321,40.1829,4.6559,5.7609,7.5075,7.9645,143043,212937,355980,6660,12267,18927,169,331,500,384,593,977,553,924,60–70%,>40%
BGM,qoc/acb/aa3/fot,103.0637,46.2483,4.3959,3.7498,10.2575,10.5836,164336,190998,355334,7224,7162,14386,191,550,741,195,563,758,386,1113,>100%,>40%
Lifestyle,clo/cfv/dra/brt,32.9231,10.7762,0.9681,2.1972,0.8130,0.7067,38115,315580,353695,369,6934,7303,2,1,3,26,23,49,28,24,25–40%,5–15%
Large,j9e/abm/ul2,41.5841,42.8210,3.9098,6.1966,5.6279,8.0019,151336,202079,353415,5917,12522,18439,125,208,333,325,677,1002,450,885,40–50%,>40%
BGM,dgv/tkw/hlr,48.9679,34.5740,1.8376,2.2586,10.0758,12.9385,122064,230987,353051,2243,5217,7460,111,115,226,309,366,675,420,481,40–50%,30–35%
Lifestyle,clo/qfl/pji/crb,53.9333,33.7020,2.9043,2.9716,2.2016,3.6845,118857,233813,352670,3452,6948,10400,39,37,76,120,136,256,159,173,50–60%,30–35%
BGM,tng/gfv/isv,55.6943,33.0851,2.9640,3.9607,9.3395,11.6805,115959,234528,350487,3437,9289,12726,154,167,321,518,567,1085,672,734,50–60%,30–35%
CoreElectronics,6bo/nl4,42.5379,14.1363,3.5875,4.4209,4.4709,6.1394,49254,299169,348423,1767,13226,14993,20,59,79,207,605,812,227,664,40–50%,5–15%
BGM,g9b/ffi/ttr/i7s,75.3936,33.3334,3.0500,3.7248,12.9178,10.1717,115737,231473,347210,3530,8622,12152,227,229,456,447,430,877,674,659,70–100%,30–35%
CoreElectronics,4rr,43.4461,11.4448,2.5667,3.2304,4.6397,7.0147,39467,305381,344848,1013,9865,10878,28,19,47,341,351,692,369,370,40–50%,5–15%
CoreElectronics,6bo/70k,72.8282,18.2708,3.1737,3.0925,4.0520,5.1303,62986,281750,344736,1999,8713,10712,38,43,81,183,264,447,221,307,70–100%,15–25%
BGM,1mt/s84/jwa/vzn,80.0517,45.0907,3.7514,4.0613,18.3800,19.5652,155328,189151,344479,5827,7682,13509,253,818,1071,371,1132,1503,624,1950,70–100%,>40%
Lifestyle,clo/qvw/mgw,38.5441,19.1329,1.7815,2.6133,2.4702,3.5582,65900,278533,344433,1174,7279,8453,14,15,29,98,161,259,112,176,25–40%,15–25%
CoreElectronics,jek/6l2/ykl,24.5935,15.7951,3.0861,3.6338,4.5319,9.1574,54341,289695,344036,1677,10527,12204,25,51,76,128,836,964,153,887,0–25%,15–25%
Large,j9e/m38/vli/squ,61.6432,17.5754,2.9787,3.1401,8.3842,8.9173,60463,283558,344021,1801,8904,10705,52,99,151,287,507,794,339,606,60–70%,15–25%
Home,upp/xim/3ai,65.3815,8.2263,2.0777,2.4845,9.5400,8.3642,28253,315196,343449,587,7831,8418,22,34,56,300,355,655,322,389,60–70%,5–15%
Lifestyle,osp/mba/o3t/1q2,40.9763,33.8099,1.2281,1.7113,1.1947,1.8547,115873,226846,342719,1423,3882,5305,5,12,17,10,62,72,15,74,40–50%,30–35%
Lifestyle,clo/qd8/y9u/c32,45.9785,23.0744,1.1866,2.2984,3.2154,2.7220,78630,262137,340767,933,6025,6958,7,23,30,59,105,164,66,128,40–50%,15–25%
CoreElectronics,7dk/0aj/kuz/gyu/bbh,128.5621,8.7596,4.5758,5.1837,11.8035,12.6623,29809,310491,340300,1364,16095,17459,4,157,161,46,1992,2038,50,2149,>100%,5–15%
BGM,hlc/20m,98.9127,35.2166,3.1523,2.8510,11.5089,10.3762,119628,220064,339692,3771,6274,10045,113,321,434,175,476,651,288,797,70–100%,35–40%
Home,b8s/prq/n1o,71.7418,28.3306,3.1730,2.9167,5.2148,5.9379,96091,243087,339178,3049,7090,10139,75,84,159,220,201,421,295,285,70–100%,25–30%
Home,b8s/ecr/lbl,57.0140,41.3567,2.7401,2.7832,2.6542,4.1192,140251,198874,339125,3843,5535,9378,58,44,102,145,83,228,203,127,50–60%,>40%
Home,bro/vev/ast,87.8623,38.2120,3.3305,3.2778,17.0104,17.4312,129562,209499,339061,4315,6867,11182,242,492,734,343,854,1197,585,1346,70–100%,35–40%
Lifestyle,mcr/tfz,54.6405,23.2872,2.0407,2.0950,3.2960,4.8547,78797,259573,338370,1608,5438,7046,21,32,53,102,162,264,123,194,50–60%,15–25%
BGM,1mt/d0x/inl/s8d,66.0971,33.5048,2.4631,2.2779,11.2585,14.6318,113231,224724,337955,2789,5119,7908,77,237,314,217,532,749,294,769,60–70%,30–35%
BGM,1mt/vvb/cmj,58.9171,23.6236,4.1916,3.8292,5.2411,6.1651,79660,257545,337205,3339,9862,13201,74,101,175,249,359,608,323,460,50–60%,15–25%
Home,upp/ta2,96.4002,15.9817,2.7737,2.2811,7.2483,8.2583,53718,282403,336121,1490,6442,7932,47,61,108,205,327,532,252,388,70–100%,15–25%
BGM,g9b/lcf/bjl/3qf,52.1306,38.8512,2.5075,3.5559,18.4535,19.9034,129450,203744,333194,3246,7245,10491,216,383,599,466,976,1442,682,1359,50–60%,35–40%
BGM,g9b/lcf/bjl/zbu,34.2635,6.4145,1.6674,2.4329,7.8873,8.0455,21290,310616,331906,355,7557,7912,13,15,28,320,288,608,333,303,25–40%,5–15%
BGM,g9b/ema/rhm/irj,75.3120,39.3929,2.7566,4.0036,21.2748,18.6538,129763,199644,329407,3577,7993,11570,268,493,761,572,919,1491,840,1412,70–100%,35–40%
Home,jra/kzv,49.2286,34.0532,2.3262,3.0582,6.9973,8.9248,111811,216531,328342,2601,6622,9223,91,91,182,237,354,591,328,445,40–50%,30–35%
Furniture,wwe/243,73.8272,29.8630,2.8326,2.6491,3.6850,4.7533,97721,229510,327231,2768,6080,8848,62,40,102,176,113,289,238,153,70–100%,25–30%
BGM,eat/sr7,0.0000,5.1275,3.5312,2.2792,0.0000,1.3057,16708,309140,325848,590,7046,7636,0,0,0,24,68,92,24,68,0–25%,5–15%
Home,arb/mvm/bnl,62.4179,23.2580,1.7558,2.2201,6.7669,6.8301,75750,249945,325695,1330,5549,6879,39,51,90,184,195,379,223,246,60–70%,15–25%
Large,j9e/abm/bfm,49.6818,34.5631,2.9256,5.1254,8.7261,8.5159,112420,212840,325260,3289,10909,14198,95,192,287,303,626,929,398,818,40–50%,30–35%
EmergingElectronics,tyy/jgu,104.6598,32.8040,4.0884,3.4935,10.1012,9.3992,106301,217748,324049,4346,7607,11953,204,235,439,313,402,715,517,637,>100%,30–35%
BGM,kyh/7j3/mer,97.0456,44.6912,2.5997,2.5818,4.8100,4.5405,144748,179137,323885,3763,4625,8388,75,106,181,74,136,210,149,242,70–100%,>40%
Lifestyle,clo/8on/zpd/ele,133.6611,34.7412,2.2121,2.4306,4.3881,2.6721,112293,210934,323227,2484,5127,7611,17,92,109,15,122,137,32,214,>100%,30–35%
Lifestyle,reh/plk/san,86.1014,40.0319,3.2621,3.5581,6.5950,5.9667,128291,192181,320472,4185,6838,11023,119,157,276,221,187,408,340,344,70–100%,>40%
BGM,d69/thr/bap/lsr,56.3638,8.8373,2.9519,3.7610,13.4615,13.2602,28185,290746,318931,832,10935,11767,49,63,112,569,881,1450,618,944,50–60%,5–15%
CoreElectronics,6bo/ord,44.7195,13.3235,2.5369,2.8952,3.4355,4.6523,42454,276186,318640,1077,7996,9073,8,29,37,143,229,372,151,258,40–50%,5–15%
BGM,tng/dyy/kea,81.0125,25.1185,3.8312,3.4776,11.6803,9.5129,80002,238496,318498,3065,8294,11359,161,197,358,377,412,789,538,609,70–100%,25–30%
